title,availability,price,category,shop,weight
Шкаф медицинский односекционный двухстворчатый ШМЛ СБК-2,1,16 020 руб.,Медицинская мебель,Железная мебель,[]
Шкаф медицинский двухсекционный двухстворчатый ШМЛ2С СКБ,1,15 510 руб.,Медицинская мебель,Железная мебель,[]
Шкаф медицинский ШМЛХ СКБ,1,17 950 руб.,Медицинская мебель,Железная мебель,[]
Шкаф медицинский двухсекционный двухстворчатый ШМ2Л СКБ,1,16 780 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов металлический ШМп (белый),1,24 980 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов металлический ШМп.1 (белый),1,20 220 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов стекло/металл ШМ-1 (белый),1,24 980 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов стекло/металл ШМ-1.1 (белый),1,20 220 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов в металлической рамке (стекло) ШМп-4 (белый),1,36 620 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для медикаментов в металлической рамке (стекло) ШМп-4.1 (белый),1,31 710 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф металлический для медикаментов, с ящиком ШдМп-2 (белый)",1,31 970 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф металлический для медикаментов, с ящиком ШдМп-2.1 (белый)",1,26 530 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф металлический для медикаментов (стекло), с ящиком ШдМп-3 (белый)",1,31 970 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф металлический для медикаментов (стекло), с ящиком ШдМп-3.1 (белый)",1,26 530 руб.,Медицинская мебель,Железная мебель,[]
Шкаф металлический для медикаментов с сейфом ШдМп-4 (белый),1,25 820 руб.,Медицинская мебель,Железная мебель,[]
Шкаф металлический для медикаментов с сейфом ШдМп-4.1 (белый),1,20 870 руб.,Медицинская мебель,Железная мебель,[]
Шкаф металлический для медикаментов с сейфом (стекло) ШдМп-5 (белый),1,25 820 руб.,Медицинская мебель,Железная мебель,[]
Шкаф металлический для медикаментов с сейфом (стекло) ШдМп-5.1 (белый),1,20 870 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф для медикаментов стекло в металлической рамке, с ящиками ШМп-3 (белый)",1,50 290 руб.,Медицинская мебель,Железная мебель,[]
"Шкаф для медикаментов, стекло в металлической рамке, с ящиками ШМп-3.1 (белый)",1,44 250 руб.,Медицинская мебель,Железная мебель,[]
Шкаф металлический для медикаментов с сейфом ШдМ-1 (белый),1,34 720 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для одежды металлический разборный на саморезах МСК-2941.300,1,9 390 руб.,Медицинская мебель,Железная мебель,[]
Шкаф для одежды и сумок с четырьмя ячейками МСК-2944.300,1,12 330 руб.,Медицинская мебель,Железная мебель,[]
Шкаф медицинский МСК-2922.600 (ШМм-МСК),1,15 490 руб.,Медицинская мебель,Железная мебель,['42']
